n,RMSE,MAE,MAPE,SMAPE,Bias_mean,Bias_sd,team,model
7560,5.436069095026855,3.8159652081847852,0.6855388150724673,0.5276521291043386,0.2186671591699262,5.432028618584898,"Team DK 1, Travelcare",GLM_NegBin
7560,3.6888547895442816,2.6219524530141958,0.6958652006396926,0.6536784384777016,-0.11795546093149406,3.68721229639779,"Team FI 1, Travelcare",GLM_NegBin
7560,5.870087355595965,4.1182082027860005,0.860210954825284,0.5942806110195554,2.411735874879306,5.35212524943856,"Team NO 1, Travelcare",GLM_NegBin
7560,4.8131500178920925,3.5163967041902287,0.7940801314291065,0.5777464620529913,1.3712691828658479,4.613984168622023,"Team SE 1, Travelcare",GLM_NegBin
7560,4.847330439799034,3.167832631611651,0.6183543700280199,0.6787862164360294,-1.3866821245049485,4.645059646876276,"Team SE 2, Travelcare",GLM_NegBin
