service_entrance,calls_2024,calls_2025,share_2024,share_2025,calls_24,calls_25,share_24,share_25,drop_ratio,drop_abs,drop_team_pp,customer_code
38488055 - Storebrand,8971,4320,0.0922221308441959,0.057539391840594575,8971,4320,0.0922221308441959,0.057539391840594575,0.4815516664808828,-4651,-3.4682739003601317,370
