team,n,RMSE,MAE,MAPE,SMAPE,Bias_mean,Bias_sd
"Team SE 1, Travelcare",7560,4.159764147630586,3.0612104420435,0.8305706205705383,0.6151472905382083,1.4983990213144118,3.8807770172017353
"Team SE 2, Travelcare",7560,3.8543335879763307,2.5579801220279315,0.5822426269078681,0.7198468074593595,-1.1519285063278961,3.6784151347907557
Team SE total,7560,5.284319103579578,3.8396959946739826,0.6354324802655545,0.47119475715585796,0.3464705149865151,5.273297339733956
