RMSE_delta,MAE_delta,MAPE_delta,SMAPE_delta,Bias_mean_delta,Bias_sd_delta
-1.5375998748391746,-1.0432533938087856,-0.2147375984175528,-0.04393239854874964,-1.384368372738872,-1.046498696638729
