n,RMSE,MAE,MAPE,SMAPE,Bias_mean,Bias_sd,variant
7560,4.906918961109535,3.484352476678458,0.9387357648516299,0.6666352196748572,2.485989071187611,4.230848586779091,raw
7560,3.3693190862703606,2.4410990828696724,0.7239981664340772,0.6227028211261075,1.1016206984487389,3.184349890140362,adjusted
